x,y,z
124.1864,157.2308,0.8000
128.2870,156.2375,0.8000
130.4287,155.3487,0.8000
132.6971,153.7396,0.8000
133.7056,152.3420,0.8000
134.1867,151.0852,0.8000
134.1867,151.0852,0.8000
134.1867,151.0852,1.8000
134.1867,151.0852,1.8000
132.2740,150.5392,1.8000
132.2740,150.5392,0.8000
133.5307,151.4033,0.8000
133.4700,152.5384,0.8000
132.3499,153.5816,0.8000
131.6688,154.0451,0.8000
129.5245,155.3062,0.8000
128.2672,155.8952,0.8000
126.9333,156.3908,0.8000
124.3521,157.0135,0.8000
119.7624,156.7300,0.8000
116.9594,154.6457,0.8000
115.1457,154.9896,0.8000
113.8983,155.5886,0.8000
112.1625,156.2486,0.8000
110.7105,156.0008,0.8000
110.3713,154.7885,0.8000
110.3713,154.7885,0.8000
110.3713,154.7885,1.8000
110.3713,154.7885,1.8000
102.4473,131.7368,1.8000
102.4473,131.7368,0.8000
99.9268,130.3960,0.8000
99.3202,129.9403,0.8000
97.5891,128.3816,0.8000
96.3199,127.1032,0.8000
91.9190,122.9594,0.8000
91.1593,122.3147,0.8000
86.9274,119.1757,0.8000
86.2615,118.7588,0.8000
84.4788,117.7592,0.8000
84.4788,117.7592,0.8000
84.4788,117.7592,1.8000
84.4788,117.7592,1.8000
86.7281,119.1148,1.8000
86.7281,119.1148,0.8000
87.9689,119.6923,0.8000
92.8516,118.9867,0.8000
94.3062,119.8734,0.8000
95.3464,121.2337,0.8000
96.1687,122.0217,0.8000
97.6960,123.0449,0.8000
99.4384,123.8429,0.8000
100.3710,123.1746,0.8000
101.4019,121.8269,0.8000
102.4420,121.8505,0.8000
104.5408,122.5656,0.8000
105.8430,122.5593,0.8000
108.4903,123.1426,0.8000
117.7039,123.5096,0.8000
121.0639,122.8318,0.8000
123.6399,122.0432,0.8000
